Question,tot_time_spent,num students,average time to solve,num_success,num_failed,question_length,person_name_count,person_name_boolean,conjunction_phrase_count,preposition_phrase_count,math_symbols_count,Unnamed: 17,success_rate,Adding-Decimals,Addition,Algebraic-Manipulation,Area,Area-Concept,Area-of-Circle,Circle-Graph,Circumference,Combinatorics,Comparing-Fractions,Compounding_Interest,Congruence,Conversion-of-fractions-decimals-percents,Discount,Divide-Decimals,Divisibility,Division,Equation-Concept,Equation-Solving,Equivalent-Fractions-Decimals-Percents,Evaluating-Functions,Exponents,Finding-Percents,Fraction-Decimals-Percents,Fraction-Division,Fraction-Multiplication,Fractions,Increasing_Percent_(Sales_Tax),Inducing-Functions,Integers,Interpreting-Linear-Equations,Interpreting-Numberline,Isosceles-Triangle,Knowing_English_and_Metric_Terms,Least-Common-Multiple,Linear-Area-Volume-Conversion,Making-Sense-of-Expressions-and-Equations,Mean,Meaning-of-PI,Measurement,Median,Multiplication,Multiplying-Decimals,Multiplying-Positive-Negative-Numbers,Number-Line,Of-Means-Multiply,Ordering-Fractions,Ordering-Numbers,Order-of-Operations,Pattern-Finding,Percent-Of,Percents,Perimeter,Point-Plotting,Prime-Number,Probability,Properties-of-Geometric-Figures,Properties-of-Solids,Proportion,Pythagorean-theorem,Range,Rate,Rate-with-Distance-and-Time,Reading-graph,Reciprocal,Reduce-Fraction,Rounding,Scale,Scientific-Notation,Similar-Triangles,Slope,Square-Root,Statistics,Stem-and-Leaf-Plot,Substitution,Subtracting-Decimals,Subtraction,Sum-Of-Interior-Angles-more-than-3-Sides,Sum-of-Interior-Angles-Triangle,Supplementary-Angles,Surface-Area-and-Volume,Symbolization-Articulation,Transformations/Rotations,Transversals,Triangle-Inequality,Unit-Conversion,Venn-Diagram
The area of each square in the figure is 16 square units. What is the perimeter of the figure?   ,64607,932,69.32081545,289,643,97,0,FALSE,0,3,0,,0.310085837,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What value of x makes the equation below true? x + 1/2(x - 5) = 20   ,33981,329,103.2857143,144,185,69,0,FALSE,0,3,4,,0.43768997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
What is the area of the shaded part of this figure? Assume &#960; = 3.14.   ,27270,284,96.02112676,46,238,76,0,FALSE,1,2,1,,0.161971831,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"What number comes next in this sequence? 5, 6, 9, 14, 21, ____   ",22331,345,64.72753623,248,97,65,0,FALSE,0,1,0,,0.71884058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasmine needs to reduce the height of a picture from 3 inches to 2 inches so it will fit in the school yearbook. The new height is what percent of the original height?   ,16437,327,50.26605505,147,180,170,0,FALSE,0,5,0,,0.449541284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Which equation states a rule for this table?   ,27070,342,79.15204678,207,135,47,0,FALSE,0,1,0,,0.605263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The chart below shows the number of restaurant advertisements in a city directory. Type of Resturant Number   ,35736,364,98.17582418,217,147,110,0,FALSE,0,3,0,,0.596153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In the figure above, lines CD and EF are parallel. What is the measure of angle BHF?   ",16658,307,54.26058632,146,161,87,0,FALSE,1,2,0,,0.475570033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Marisa saved $500 to spend on a vacation. She will spend about $45 per day on her vacation, and she must have $70 left to pay for her bus ride home. Which of the inequalities above best represents the possible number   ",28432,309,92.01294498,131,178,219,1,1,1,6,0,,0.42394822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Compute: (-3)3   ,14598,327,44.64220183,181,146,17,0,FALSE,0,0,1,,0.55351682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What is 3/4 of 1 1/2?   ,23295,340,68.51470588,75,265,24,0,FALSE,0,1,2,,0.220588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use the spinner shown to answer this question.What is the probability of spinning an odd number on this spinner?   ,16867,337,50.0504451,119,218,115,0,FALSE,0,2,0,,0.353115727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco wants to rent a canoe from 9:00 A.M. to 1:30 P.M. on Saturday. Which of the following correctly compares the cost of renting the canoe for the entire day to the cost of renting the canoe by the hour?   ,41234,329,125.331307,168,161,208,0,FALSE,0,9,0,,0.510638298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colin plans to order three types of skateboard parts. He plans to order a total of ten parts. He can order online (over the Internet) from Tony's Skateboard Shop. Colin's online order from Tony's Skateboard Shop is shown in the order form above   ,61626,313,196.8881789,97,216,247,4,1,0,7,0,,0.309904153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Which of the following is closest to 0.816 * 0.211?   ,19834,318,62.37106918,223,95,54,0,FALSE,0,2,1,,0.701257862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A large jar holds about 2,000 jelly beans. Ms. Lee emptied bags of jelly beans into the jar until it was filled. There were 5 bags left over. She challenged the class to estimate the number of red jelly beans in the big jar. The students counte   ",47463,296,160.347973,75,221,247,1,1,0,4,0,,0.253378378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Which set of line segments cannot be used to form a triangle?   ,12191,351,34.73219373,213,138,64,0,FALSE,0,1,0,,0.606837607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
In how many ways can 5 different vases be arranged on a shelf?   ,24026,374,64.24064171,14,360,65,0,FALSE,0,2,0,,0.037433155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The distance, d, in feet that a steel marble falls in t seconds is given by this equation. d = 16t2 Based on this equation, how many feet would the steel marble fall in 10 seconds?   ",31375,315,99.6031746,96,219,183,0,FALSE,0,5,1,,0.304761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The circles above represent the gears of a bicycle. The diameter of Gear A is 30 centimeters. The ratio of the diameter of Gear A to the diameter of Gear B is 3:1. What is the circumference, in centimeters, of Gear B? (Use pi to represent the sy   ",23620,308,76.68831169,265,43,248,0,FALSE,0,8,0,,0.86038961,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Of the 48 students in class, 15 are girls. If a teacher picks one student at random, which is the best estimate of the probability that it will be a girl?   ",23601,319,73.98432602,190,129,157,0,FALSE,0,4,0,,0.595611285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The camping equipment store is offering a 20% discount this weekend on each of the camping items listed in the chart. After the 20% discount, and before tax is added, what is the price of the tent?   ",30472,298,102.2550336,132,166,200,0,FALSE,1,5,2,,0.44295302,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A pair of jeans is on sale for $15.50. The original price was $23.95. Which is the best estimate of the discount?   ,27359,305,89.70163934,139,166,116,0,FALSE,0,4,0,,0.455737705,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The figure above shows the first five rows of Pascal's triangle. Which of the following represents the 8th row?   ,35502,331,107.2567976,132,199,114,0,FALSE,0,2,0,,0.398791541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom turned these cards face down and mixed them up. What is the probability that the first card he picks up will be an S?   ,14442,312,46.28846154,311,1,124,1,1,1,0,0,,0.996794872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triangles ABC and DEF are congruent.The perimeter of triangle ABC is 23 inches. What is the length of side DF in triangle DEF?   ,33785,333,101.4564565,147,186,129,0,FALSE,1,3,0,,0.441441441,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The figure above shows a square inscribed in a larger square. What is the area of the smaller square?   ,27163,334,81.32634731,64,270,104,0,FALSE,0,2,0,,0.191616766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For which of the following would a yard be the most appropriate unit of measure?   ,13452,291,46.22680412,289,2,83,0,FALSE,0,3,0,,0.993127148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The four finalists in the talent search will present their acts in the school talent show. Ms. King must decide which will be the first, second, third, and fourth acts in the show. In how many different ways can she arrange the four acts?   ",25021,305,82.03606557,98,207,241,1,1,1,4,0,,0.321311475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The coach for the All-Star Basketball Game needs to pick one of the two players for the team. The table below shows the number of points each of the players scored in his last 10 games.Name of playerNumber of points   ,79665,633,125.8530806,342,291,218,0,FALSE,0,8,1,,0.54028436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The formula for the volume (V) of a cube is      V=e3 where e is the length of an edge. An edge of a silver cube is twice as long as an edge of a gold cube.   ,21530,327,65.84097859,75,252,159,0,FALSE,0,6,1,,0.229357798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"May Ling has two spinners, as shown above. She will spin each arrow once and add the results. Which of the following sets represents every possible outcome?   ",27691,292,94.83219178,119,173,159,1,1,1,1,0,,0.407534247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom made the game board shown above. Small marbles start at the top and always roll down the marked paths until they land in one of the circles at the bottom. How many different paths can a marble take to land in Circle 2?   ,33296,503,66.19483101,295,208,225,1,1,1,6,0,,0.586481113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In John's homeroom, 1/3 of the students walk to school and 1/4 come by car. The remaining 15 come by school bus. How many students are in his homeroom?   ",33771,345,97.88695652,176,169,154,1,1,1,6,2,,0.510144928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsfield and Provincetown are approximately 258000 meters apart. Which of the following shows this number in scientific notation?   ,17789,335,53.10149254,224,111,134,0,FALSE,1,2,0,,0.668656716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An artist creates a design by drawing circles in steps, as shown above. The table below shows a pattern of the total number of circles formed at each step. Pattern of Circles Step   ",46634,335,139.2059701,109,226,182,0,FALSE,0,6,0,,0.325373134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When 7 is subtracted from a number four times, the result is 3. What is the number?   ",19700,328,60.06097561,161,167,86,0,FALSE,0,1,0,,0.490853659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juan's parents put $10,000 into a college education savings account at the rate of 6% compounded annually. The chart below shows the value of the original investment at the end of years 1 and 2.   ",46037,300,153.4566667,159,141,197,0,FALSE,1,6,1,,0.53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Which of the following describes one way to solve this equation? 12 - 3x = 5   ,14492,197,73.56345178,155,42,79,0,FALSE,0,2,2,,0.78680203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"There are 15 lottery tickets available. Roy knows that 6 of them are winning. If Roy picks one ticket at random, what is the probability that it will be a winning ticket?   ",19744,355,55.61690141,194,161,173,2,1,0,2,0,,0.546478873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"For what value of n is the equation below true?363,600,000 = 3.636 * 10n   ",16562,308,53.77272727,135,173,75,0,FALSE,0,4,2,,0.438311688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Figure ABCD is translated so that the image of A is A' at (-3,2). What's the x-coordinate and y-coordinate of the image of B?   ",28701,338,84.91420118,127,211,128,0,FALSE,1,4,3,,0.375739645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"In a citywide survey, bicycle owners were asked how many bicycles they owned, and whether any had been stolen during the previous year. The result indicated that people in the city owned 9017 bicycles and, of these, 450 had been stolen. Based o   ",30944,317,97.61514196,316,1,247,0,FALSE,2,4,0,,0.996845426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compute 8 - (-5 + 3 * 7)   ,24999,348,71.8362069,119,229,27,0,FALSE,0,0,4,,0.341954023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What value of x makes the equation below true? 3x + 2(x - 5) = 50   ,34186,320,106.83125,143,177,68,0,FALSE,0,3,3,,0.446875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49% of 840 is __?   ,16854,297,56.74747475,199,98,20,0,FALSE,0,1,1,,0.67003367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A bag contains 3 blue, 4 red, and 2 white marbles. Karin is going to draw out a marble without looking in the bag. What is the probability that she will not draw a red marble?   ",18170,347,52.36311239,168,179,178,0,FALSE,1,2,0,,0.484149856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Which of the following statements is false?   ,27993,315,88.86666667,310,5,46,0,FALSE,0,1,0,,0.984126984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The line plot above represents the number of raisins that Janika's class counted in each of 20 boxes of cereal. What was the median number of raisins in a box?   ,39294,328,119.7987805,120,208,162,1,1,0,6,0,,0.365853659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Which is based on the following rule? First, square the input number. Then subtract the input number from its square.   ",26187,290,90.3,171,119,120,0,FALSE,0,2,0,,0.589655172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"So far this term, Calvin has these scores on quizzes:81, 86, 96, 93, 84There are two remaining quizzes. What is the lowest mean score he can get on these two quizzes to have an overall mean score of 90?   ",51733,337,153.5103858,162,175,205,1,1,0,3,0,,0.480712166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
